"Bean_Type","Broad_Bean_Origin","Cocoa_Percent","Company_Location","Company",REF,Rating,"Review_Date","Specific_Bean_Origin_or_Bar_Name"
 ,Peru,72%,U.S.A.,Kto,1422,2.5,2014,San Martin
 ,Venezuela,72%,U.S.A.,Kto,1422,2.75,2014,Ocumare
Trinitario,Belize,72%,U.S.A.,Kto,1422,3.0,2014,Belize
Trinitario,Madagascar,72%,U.S.A.,Kto,1422,3.25,2014,Sambirano Valley
Trinitario,Belize,90%,U.S.A.,Kto,1426,3.25,2014,Belize
 ,Dominican Republic,72%,U.S.A.,Kto,1426,3.25,2014,Elvesia
 ,Dominican Republic,72%,U.S.A.,Kto,1426,3.25,2014,ROIG
 ,Haiti,70%,U.S.A.,K'ul,1840,3.25,2016,"Kafupbo, Petit Bourg, De Borgnes"
Forastero (Nacional),Peru,70%,U.S.A.,K'ul,1852,2.75,2016,"Maranon, Fortunato No. 4"
 ,Ecuador,70%,U.S.A.,K'ul,1852,3.75,2016,"Los Rios, Hacienda Limon, Heirloom"
Forastero,Brazil,70%,U.S.A.,K'ul,1852,3.75,2016,"Bahia, Fazenda Camboa"
Forastero,Uganda,72.5%,U.S.A.,Kyya,1359,2.5,2014,Uganda
 ,Dominican Republic,72.5%,U.S.A.,Kyya,1359,3.0,2014,Hispaniola
 ,Ecuador,72.5%,U.S.A.,Kyya,1363,2.5,2014,Ecuador
Trinitario,Madagascar,72.5%,U.S.A.,Kyya,1363,3.0,2014,Madagascar
 ,Peru,74%,U.S.A.,L.A. Burdick (Felchlin),891,3.25,2012,Peru
 ,Brazil,70%,U.S.A.,L.A. Burdick (Felchlin),891,4.0,2012,Brazil
Trinitario,Venezuela,68%,U.S.A.,L.A. Burdick (Felchlin),927,3.75,2012,Chuao
 ,Ecuador,74%,U.S.A.,L.A. Burdick (Felchlin),682,3.75,2011,Quito
Trinitario,Grenada,75%,U.S.A.,L.A. Burdick (Felchlin),576,3.25,2010,Grenada
 ,Dominican Republic,74%,U.S.A.,L.A. Burdick (Felchlin),576,3.75,2010,Dominican Republic
 ,Venezuela,71%,U.S.A.,L.A. Burdick (Felchlin),597,3.0,2010,Venzuela
Trinitario,Madagascar,64%,U.S.A.,L.A. Burdick (Felchlin),431,3.5,2009,Madagascar
 ,Bolivia,68%,U.S.A.,L.A. Burdick (Felchlin),451,3.0,2009,Bolivian
"Trinitario, Criollo",Peru,70%,Japan,La Chocolaterie Nanairo,1892,2.25,2016,"Lumas, 2015 Harvest, Batch 6, brown sugar"
"Trinitario, Criollo",Peru,70%,Japan,La Chocolaterie Nanairo,1892,2.5,2016,"Lumas, 2015 Harvest, Batch 7"
Criollo,Peru,70%,Japan,La Chocolaterie Nanairo,1892,3.0,2016,"Tumbes, 2013 Harvest, Batch 8"
"Trinitario, Criollo",Belize,70%,Japan,La Chocolaterie Nanairo,1892,3.0,2016,"Belize, 2014 Harvest, Batch 9"
 ,Tobago,60%,France,La Maison du Chocolat (Valrhona),1145,3.25,2013,Tobago
 ,Ecuador,56%,France,La Maison du Chocolat (Valrhona),1189,3.25,2013,"Acarigua, w/ nibs"
 ,Dominican Republic,66%,France,La Maison du Chocolat (Valrhona),891,3.5,2012,Loma Sotavento
Trinitario,Grenada,68%,France,La Maison du Chocolat (Valrhona),741,3.5,2011,Grenada
Forastero,Ghana,68%,France,La Maison du Chocolat (Valrhona),346,3.25,2009,Akosombo
Criollo (Porcelana),Venezuela,69%,France,La Maison du Chocolat (Valrhona),346,3.5,2009,"Porcelana, Pariguan"
 ,,60%,France,La Maison du Chocolat (Valrhona),439,3.0,2009,Kuruba
 ,,60%,France,La Maison du Chocolat (Valrhona),445,3.75,2009,Orinoco
 ,Peru,72%,Peru,La Oroquidea,721,2.5,2011,Peruvian Amazon
 ,Ecuador,60%,Ecuador,La Pepa de Oro,713,3.25,2011,Vinces
Trinitario,Madagascar,75%,France,Laia aka Chat-Noir,1590,2.75,2015,"Madagascar, Batch 59/100"
Trinitario,Vietnam,75%,France,Laia aka Chat-Noir,1590,2.75,2015,"Vietnam, Batch 50/100"
 ,Cuba,75%,France,Laia aka Chat-Noir,1590,3.0,2015,"Cuba, Batch 59/100"
 ,Peru,75%,France,Laia aka Chat-Noir,1590,3.25,2015,"Peru, Batch 51/100"
 ,Côte d'Ivoire,75%,France,Laia aka Chat-Noir,1594,3.0,2015,"Côte d'Ivoire, Batch 56/100"
Forastero,Sao Tome,75%,France,Laia aka Chat-Noir,1638,3.5,2015,"Sao Tome, Batch 151"
 ,Brazil,75%,France,Laia aka Chat-Noir,1642,3.25,2015,"Bahia, Batch 148"
Trinitario,Vietnam,75%,France,Laia aka Chat-Noir,1642,3.75,2015,"Lam Dong, Batch 153"
 ,Cuba,70%,France,Laia aka Chat-Noir,1434,2.75,2014,Cuba
 ,Trinidad-Tobago,68%,France,Laia aka Chat-Noir,1438,2.75,2014,Trinidad-Tobago
Forastero (Catongo),Brazil,70%,Brazil,Lajedo do Ouro,927,3.5,2012,Catongo
 ,Tanzania,75%,U.S.A.,Lake Champlain (Callebaut),327,2.5,2009,Tanzania
Trinitario,Nicaragua,80%,U.S.A.,L'Amourette,1784,3.5,2016,Rugoso
Trinitario,Venezuela,75%,U.S.A.,L'Amourette,833,3.0,2012,Carenero Superior
Trinitario,Venezuela,75%,U.S.A.,L'Amourette,833,3.0,2012,Rio Caribe
 ,Honduras,70%,U.S.A.,Letterpress,1952,3.5,2017,"La Masica, Batch 7, FHIA"
 ,Belize,70%,U.S.A.,Letterpress,1952,3.25,2017,"Maya Mtn, Batch 18, Heirloom"
 ,Liberia,70%,U.S.A.,Letterpress,1728,3.25,2016,Liberia
 ,Bolivia,70%,U.S.A.,Letterpress,1562,3.25,2015,Beniamo
Trinitario,Trinidad,70%,U.S.A.,Letterpress,1562,3.5,2015,"San Juan Estate, Gran Couva"
 ,Costa Rica,70%,U.S.A.,Letterpress,1566,3.0,2015,San Andres
 ,Dominican Republic,70%,U.S.A.,Letterpress,1566,3.25,2015,"La Red, Guaconejo"
 ,Tanzania,70%,U.S.A.,Letterpress,1566,3.5,2015,Kokoa Kamili
Forastero (Nacional),Peru,70%,U.S.A.,Letterpress,1371,3.5,2014,Maranura
Criollo,Madagascar,71%,Finland,Levy,1231,3.5,2014,Sambirano
Trinitario,Madagascar,70%,Finland,Lilla,1856,3.0,2016,Madagascar
Criollo,Peru,65%,U.S.A.,Lillie Belle,855,3.5,2012,Perfect Illusion
Criollo,Bolivia,68%,U.S.A.,Lillie Belle,903,3.5,2012,"Bolivia, Wild Thing"
 ,Peru,68%,U.S.A.,Lillie Belle,903,3.75,2012,La Selva
 ,Dominican Republic,74%,U.S.A.,Lillie Belle,947,3.0,2012,"The Other One, Grand Cru"
Criollo,Bolivia,68%,U.S.A.,Lillie Belle,947,3.5,2012,Wild Thing
 ,,85%,Switzerland,Lindt & Sprungli,157,3.0,2007,Excellence (US Version)
 ,Puerto Rico,65%,Puerto Rico,Loiza,1049,2.5,2013,Puerto Rico
 ,Hawaii,70%,U.S.A.,Lonohana,1383,3.75,2014,"Haleiwa, O'ahu; Lonohana E., Kanahiku"
 ,Hawaii,65%,U.S.A.,Lonohana,1395,3.25,2014,"Haleiwa E, O'ahu, 2014"
 ,Hawaii,75%,U.S.A.,Lonohana,1395,3.75,2014,"Haleiwa E, O'ahu, 2014"
 ,Hawaii,71%,U.S.A.,Lonohana,1093,3.0,2013,"Opaeula Estate, O'ahu, Nene, CG Exclusive"
 ,Hawaii,72%,U.S.A.,Lonohana,1097,3.0,2013,"Opaeula Estate, O'ahu, Ele'ele"
 ,Hawaii,70%,U.S.A.,Lonohana,1097,3.5,2013,"Hawaiian Crown, Kona Vanilla"
 ,Nicaragua,75%,U.S.A.,Love Bar,1502,2.0,2015,Nicaragua
 ,Colombia,65%,Colombia,Luker,552,3.5,2010,Santander
 ,Peru,70%,Peru,Machu Picchu Trading Co.,721,1.5,2011,Peru
 ,Peru,55%,Peru,Machu Picchu Trading Co.,552,2.25,2010,Peru
Trinitario,Madagascar,67%,Madagascar,Madecasse (Cinagra),284,3.5,2008,Madagascar
Trinitario,Madagascar,70%,Madagascar,Madecasse (Cinagra),284,3.75,2008,Madagascar
Trinitario,Madagascar,63%,Madagascar,Madecasse (Cinagra),284,4.0,2008,Madagascar
Trinitario,Madagascar,75%,Madagascar,Madecasse (Cinagra),288,3.5,2008,Madagascar
 ,Solomon Islands,73%,U.S.A.,Madre,1940,3.5,2017,Guadalcanal
 ,Puerto Rico,70%,U.S.A.,Madre,1085,2.75,2013,Puerto Rico
 ,Brazil,70%,U.S.A.,Madre,1085,3.5,2013,Brazil
 ,Hawaii,70%,U.S.A.,Madre,1089,2.75,2013,"Choobua, Kona"
 ,Mexico,70%,U.S.A.,Madre,1089,2.75,2013,"Xocunusco, Chiapas, Pichucalco"
 ,Hawaii,70%,U.S.A.,Madre,991,3.25,2012,"Hamakua Coast, Kokoleka"
Criollo,Hawaii,70%,U.S.A.,Madre,995,3.25,2012,"Criollo, Hawaii"
 ,Hawaii,70%,U.S.A.,Madre,995,3.5,2012,Kaua'i
 ,Dominican Republic,70%,U.S.A.,Madre,672,2.5,2011,Dominican
 ,Costa Rica,70%,U.S.A.,Madre,693,2.75,2011,Upala
 ,Mexico,72%,U.S.A.,Madre,607,2.75,2010,"Chiapas, Triple Cacao"
 ,Tanzania,75%,Italy,Maglio,300,2.0,2008,Africa
Forastero (Nacional),Ecuador,70%,Italy,Maglio,308,3.0,2008,Ecuador
Criollo,Cuba,70%,Italy,Maglio,308,3.25,2008,Cuba
"Blend-Forastero,Criollo",Dominican Republic,70%,Italy,Maglio,308,3.75,2008,Santo Domingo
 ,Ecuador,70%,Italy,Majani,531,2.0,2010,Ecuador
Trinitario,Madagascar,75%,Madagascar,Malagasy (Chocolaterie Robert),184,2.75,2007,Sambirano 2006
Trinitario,Madagascar,73%,Madagascar,Malagasy (Chocolaterie Robert),184,3.5,2007,Mora Mora 2006
Trinitario,Philippines,65%,Philippines,Malagos,1121,3.5,2013,"Davao, Mt. Talamo foothills"
 ,Hawaii,55%,U.S.A.,Malie Kai (Guittard),502,3.5,2010,"O'ahu, N. Shore, Waialua Estate w/ nibs"
Blend,Hawaii,55%,U.S.A.,Malie Kai (Guittard),311,2.75,2009,"O'ahu, N. Shore, Waialua Estate"
 ,Venezuela,70%,Sweden,Malmo,1856,3.0,2016,Chuao
 ,Ecuador,74%,U.S.A.,Mana,1446,2.5,2015,Ecuador
 ,Peru,74%,U.S.A.,Mana,1219,2.5,2014,Peru
 ,Venezuela,74%,U.S.A.,Mana,1219,2.75,2014,Venezuela
 ,Dominican Republic,74%,U.S.A.,Mana,821,3.75,2012,Conacado
 ,Colombia,70%,Colombia,Manifesto Cacao,1331,2.75,2014,Colombia
 ,Papua New Guinea,72%,U.S.A.,Manoa,1522,3.5,2015,Markham Valley
 ,Costa Rica,72%,U.S.A.,Manoa,1522,3.75,2015,Coto Brus
 ,Hawaii,72%,U.S.A.,Manoa,1089,3.75,2013,"Waiahole, O'ahu"
 ,Liberia,72%,U.S.A.,Manoa,1003,3.25,2012,"Liberia, #174"
 ,Hawaii,72%,U.S.A.,Manoa,1007,2.75,2012,"Hamakua, Hawaiian Crown, #176"
 ,Peru,72%,U.S.A.,Manoa,1007,3.0,2012,Piura
 ,Hawaii,72%,U.S.A.,Manoa,1007,3.25,2012,"Oahu, Winward, #151, Maunawili district"
 ,Nicaragua,70%,Poland,Manufaktura Czekolady,1844,3.75,2016,Johe
 ,Peru,70%,Poland,Manufaktura Czekolady,1848,3.5,2016,Peru
Criollo,Venezuela,70%,Poland,Manufaktura Czekolady,1255,3.75,2014,Porcelana
 ,Colombia,85%,Poland,Manufaktura Czekolady,1279,3.5,2014,Kolumbia
 ,Dominican Republic,70%,Poland,Manufaktura Czekolady,871,3.25,2012,Grand Cru Dominican Republic
Forastero,Ghana,70%,Poland,Manufaktura Czekolady,871,3.5,2012,Grand Cru Ghana
 ,Ecuador,70%,Poland,Manufaktura Czekolady,875,3.25,2012,Grand Cru Ecuador
Trinitario,Vietnam,75%,U.S.A.,Map Chocolate,1896,3.25,2016,"Ben Tre, Surprise Valley"
"Criollo, Trinitario",Dominican Republic,70%,U.S.A.,Map Chocolate,1474,3.5,2015,"ROIG, 2014"
Forastero (Nacional),Peru,62%,U.S.A.,Map Chocolate,1474,3.5,2015,"Maranon, 2014"
Trinitario,Ecuador,70%,U.S.A.,Map Chocolate,1478,3.5,2015,Ecuador
Trinitario,Trinidad,70%,U.S.A.,Map Chocolate,1606,2.75,2015,"San Juan Estate, Cherry Blossoms at Night"
 ,Nicaragua,70%,U.S.A.,Map Chocolate,1606,3.5,2015,"A case of the Xerces Blues, triple roast"
Criollo,Peru,68%,U.S.A.,Map Chocolate,1606,3.5,2015,"Tumbes, Dear Mr. Finley, 2014"
 ,Colombia,75%,U.S.A.,Map Chocolate,1610,2.75,2015,Colombia
 ,Tanzania,72%,U.S.A.,Map Chocolate,1610,3.0,2015,"Kakoa Kamili, Both Man & Bird & Beast"
 ,Honduras,78%,U.S.A.,Map Chocolate,1634,3.5,2015,Le Chocolat Chaud
 ,Peru,70%,Peru,Marana,1872,3.0,2016,Piura
 ,Peru,70%,Peru,Marana,1884,2.75,2016,Cusco
 ,Peru,70%,Peru,Marana,1884,3.0,2016,San Martin
 ,,75%,Canada,Marigold's Finest,1808,3.25,2016,Cacao Nib Crunch
Trinitario,Vietnam,85%,Vietnam,Marou,1650,3.25,2015,"Tan Phu Dong Island, Heart of Darkness"
Trinitario,Vietnam,68%,Vietnam,Marou,1650,3.5,2015,Ben Tre
Trinitario,Vietnam,70%,Vietnam,Marou,1650,3.75,2015,"Dak Lak, Batch 2451"
Trinitario,Vietnam,75%,Vietnam,Marou,1149,3.5,2013,"Tan Phu Dong, Treasure Island"
Trinitario,Vietnam,76%,Vietnam,Marou,845,3.5,2012,Ba Ria
Trinitario,Vietnam,72%,Vietnam,Marou,845,3.5,2012,Dong Nai
Trinitario,Vietnam,70%,Vietnam,Marou,845,3.5,2012,"Tien Giang, Gao Co-op"
Trinitario,Vietnam,78%,Vietnam,Marou,849,3.5,2012,Ben Tre
Trinitario,Vietnam,80%,Vietnam,Marou,895,3.0,2012,Tien Giang
Trinitario,Vietnam,74%,Vietnam,Marou,955,3.5,2012,Lam Dong
 ,Costa Rica,65%,U.S.A.,Mars,537,3.0,2010,"Matina 1-6, prototype"
 ,Côte d'Ivoire,65%,U.S.A.,Mars,544,3.0,2010,Côte d'Ivoire
 ,Nigeria,65%,U.S.A.,Mars,544,3.25,2010,Nigeria
Forastero,Ghana,65%,U.S.A.,Mars,544,3.5,2010,"Ghana, prototype"
 ,Dominican Republic,74%,U.S.A.,Marsatta,1189,2.25,2013,Dominican Republic
 ,Dominican Republic,89%,U.S.A.,Marsatta,1189,2.5,2013,Dominican Republic
 ,Bolivia,76%,Austria,Martin Mayer,1836,2.75,2016,Alto Beni
 ,Haiti,82%,Austria,Martin Mayer,1836,3.0,2016,Pisa
 ,Colombia,74%,Austria,Martin Mayer,1836,3.25,2016,Tumaco
 ,Guatemala,76%,U.S.A.,Mast Brothers,1450,3.0,2015,Guatemala
 ,Tanzania,74%,U.S.A.,Mast Brothers,1450,3.25,2015,Tanzania
Trinitario,,72%,U.S.A.,Mast Brothers,999,2.5,2012,Madagascar
Trinitario,Venezuela,73%,U.S.A.,Mast Brothers,999,2.75,2012,Chuao
 ,,72%,U.S.A.,Mast Brothers,672,3.5,2011,Brooklyn Blend
Trinitario,Venezuela,76%,U.S.A.,Mast Brothers,701,3.0,2011,"Chuao, Med. Roast"
Trinitario,Venezuela,70%,U.S.A.,Mast Brothers,709,3.0,2011,"Chuao, Dark Roast"
Trinitario,Venezuela,81%,U.S.A.,Mast Brothers,713,2.75,2011,"Chuao, Light Roast"
Trinitario,Belize,70%,U.S.A.,Mast Brothers,773,3.5,2011,Moho River
 ,Papua New Guinea,71%,U.S.A.,Mast Brothers,777,2.75,2011,Papua New Guinea
 ,Peru,75%,U.S.A.,Mast Brothers,777,3.0,2011,San Martin
 ,Dominican Republic,73%,U.S.A.,Mast Brothers,777,3.25,2011,Conacado
 ,Dominican Republic,74%,U.S.A.,Mast Brothers,777,3.75,2011,"La Red de Guanconejo, N. Highlands coop"
Criollo,Venezuela,81%,U.S.A.,Mast Brothers,572,2.75,2010,Patanemo
 ,Venezuela,75%,U.S.A.,Mast Brothers,572,3.0,2010,Ocumare de la Costa
 ,Dominican Republic,70%,U.S.A.,Mast Brothers,572,3.25,2010,"Dominican Republic, Coop"
Trinitario,Vanuatu,72%,Australia,Matale,1177,3.5,2013,"Malekula P., 2013"
Trinitario,Madagascar,68%,Australia,Matale,1177,4.0,2013,"Somia, 2013"
Trinitario,Papua New Guinea,74%,Australia,Matale,1177,4.0,2013,"Kulili P., 2013"
Trinitario,Belize,70%,U.S.A.,Maverick,1367,3.25,2014,Maya Mountain
 ,Dominican Republic,70%,U.S.A.,Maverick,1367,3.25,2014,Elvesia
Criollo,Peru,82%,U.S.A.,Maverick,1430,3.25,2014,Tumbes
Criollo,Peru,63%,U.S.A.,Maverick,1430,3.5,2014,"Morropon, Norandiono Coop, Piura"
 ,Dominican Republic,72%,U.S.A.,Mayacama,1728,3.0,2016,Hispaniola
 ,Bolivia,70%,U.S.A.,Meadowlands,1287,2.5,2014,Bolivia
 ,Venezuela,70%,U.S.A.,Meadowlands,1287,2.75,2014,Venezuela
Trinitario,Belize,70%,U.S.A.,Meadowlands,1287,3.0,2014,Belize
 ,Nicaragua,70%,U.S.A.,Meadowlands,1291,3.0,2014,"Nicaragua, w/ inbs"
 ,Dominican Republic,70%,U.S.A.,Meadowlands,1291,3.5,2014,Dominican Republic
Trinitario,Madagascar,80%,Madagascar,Menakao (aka Cinagra),837,2.5,2012,Madagascar
Trinitario,Madagascar,72%,Madagascar,Menakao (aka Cinagra),841,2.5,2012,Madagascar
 ,El Salvador,80%,Honduras,Mesocacao,1494,2.75,2015,El Salvador
 ,El Salvador,70%,Honduras,Mesocacao,1494,3.0,2015,El Salvador
 ,Honduras,80%,Honduras,Mesocacao,1347,3.25,2014,Honduras
 ,Honduras,70%,Honduras,Mesocacao,1347,3.5,2014,Honduras
 ,Nicaragua,70%,Honduras,Mesocacao,1351,3.25,2014,"La Tronca, Matagalpa"
 ,Nicaragua,80%,Honduras,Mesocacao,1351,3.5,2014,"La Tronca, Matagalpa"
 ,Brazil,70%,Sweden,Metiisto,1267,3.0,2014,"Fazenda Sempre Firme P., Bahia"
Trinitario,Madagascar,72%,Sweden,Metiisto,1267,3.5,2014,Akesson Estate
Trinitario,South America,70%,Amsterdam,Metropolitan,1688,3.5,2015,South America
 ,Mexico,66%,France,Michel Cluizel,963,3.75,2012,"Chiapas, Mokaya P."
Trinitario,Venezuela,66%,France,Michel Cluizel,117,3.5,2007,"Carenero Superior, Concepcion"
Forastero,Sao Tome,67%,France,Michel Cluizel,135,3.5,2007,Vila Gracinda
 ,,60%,France,Michel Cluizel,24,2.0,2006,Carre Amer
 ,,85%,France,Michel Cluizel,24,2.0,2006,Carre Grand Noir
Forastero,Sao Tome,70%,France,Michel Cluizel,24,3.0,2006,Tamarina
 ,Dominican Republic,67%,France,Michel Cluizel,24,4.0,2006,Los Ancones P.
Trinitario,Madagascar,65%,France,Michel Cluizel,24,4.0,2006,Mangaro P.
 ,Papua New Guinea,64%,France,Michel Cluizel,24,4.0,2006,Maralumi P.
 ,,99%,France,Michel Cluizel,81,2.0,2006,Noir Infini
Trinitario,Belize,80%,U.S.A.,Middlebury,1490,3.5,2015,Maya Mountain
Trinitario,Trinidad,70%,U.S.A.,Middlebury,1490,3.5,2015,San Juan Estate
 ,Dominican Republic,75%,U.S.A.,Middlebury,1490,3.75,2015,Oko Caribe
 ,Venezuela,75%,U.S.A.,Middlebury,1490,3.75,2015,"Patanemo, Epoch, Donaldo"
 ,Tanzania,75%,U.S.A.,Middlebury,1538,3.25,2015,Kokoa Kamili
 ,Nicaragua,70%,U.S.A.,Middlebury,1538,3.5,2015,"Matagalpa, Cacao Bisiesto"
 ,Dominican Republic,75%,U.S.A.,Middlebury,1117,2.5,2013,La Red
Trinitario,Belize,80%,U.S.A.,Middlebury,1117,3.25,2013,Belize
 ,,65%,U.S.A.,Middlebury,887,1.5,2012,Houseblend
Criollo,Bolivia,75%,U.S.A.,Middlebury,887,2.0,2012,Alto Beni
Criollo,Indonesia,70%,U.S.A.,Middlebury,887,2.5,2012,"Balinese, Java"
Forastero (Nacional),Ecuador,70%,U.S.A.,Millcreek Cacao Roasters,1073,2.5,2013,Ecuador
 ,Ecuador,70%,U.S.A.,Millcreek Cacao Roasters,825,3.5,2012,Ecuador
 ,Ecuador,67%,U.S.A.,Mindo,607,2.75,2010,Ecuador
 ,Ecuador,77%,U.S.A.,Mindo,607,2.75,2010,Ecuador
"Criollo, Trinitario",Haiti,70%,Japan,Minimal,1920,3.5,2016,"Acul-du-Nord, 2015"
 ,Brazil,75%,Brazil,Mission,1880,3.75,2016,"Fazenda Camboa, Bahia"
Forastero (Parazinho),Brazil,70%,Brazil,Mission,1626,3.5,2015,"Bahia, Fazenda Venturosa"
 ,Colombia,65%,Colombia,Mita,955,2.5,2012,Tumaco
Trinitario,Belize,73%,U.S.A.,Moho,1026,3.25,2013,"Toledo District, w/ nibs"
Trinitario,Belize,72%,U.S.A.,Moho,1030,3.0,2013,Toledo District
Trinitario,Belize,67%,U.S.A.,Moho,607,2.75,2010,"Umoho R., Toledo District, San Felipe"
 ,Dominican Republic,70%,U.S.A.,Molucca,1614,3.0,2015,La Red
 ,Indonesia,70%,U.S.A.,Molucca,1618,2.75,2015,Indonesia
 ,Peru,70%,U.S.A.,Molucca,1618,3.25,2015,Peru
 ,Nicaragua,70%,Nicaragua,Momotombo,661,2.75,2011,Matagalpa
 ,Nicaragua,70%,Nicaragua,Momotombo,661,2.75,2011,Mombacho
 ,Nicaragua,70%,Nicaragua,Momotombo,772,3.25,2011,Oscuro
 ,Dominican Republic,72%,Canada,Monarque,1812,3.5,2016,Oko Caribe
 ,Papua New Guinea,70%,Australia,Monsieur Truffe,1391,3.25,2014,Papaua New Guinea
 ,Ecuador,70%,Ecuador,Montecristi,1654,3.25,2015,Manabi
 ,Ecuador,63%,Ecuador,Montecristi,1654,3.5,2015,Manabi
 ,Ecuador,85%,Ecuador,Montecristi,1658,3.5,2015,Manabi
 ,Nicaragua,70%,U.S.A.,Muchomas (Mesocacao),1462,3.5,2015,Nicaragua
 ,Nicaragua,80%,U.S.A.,Muchomas (Mesocacao),1462,3.5,2015,Nicaragua
 ,Tanzania,68%,U.S.A.,Mutari,1896,2.75,2016,"Kokoa Kamili, batch 1 SRB"
 ,Dominican Republic,71%,U.S.A.,Mutari,1896,2.75,2016,"Oko Caribe, batch 1 SRB"
 ,Madagascar,68%,U.S.A.,Mutari,1900,2.75,2016,"Ambanja, batch 1 SRB"
Trinitario,Vietnam,80%,U.S.A.,Mutari,1900,3.0,2016,"Tien Giang, batch 1 SRB"
 ,Costa Rica,58%,Costa Rica,Nahua,1049,2.5,2013,"Costa Rica, Oscuro"
 ,Costa Rica,70%,Costa Rica,Nahua,1049,3.0,2013,"Costa Rica, Oscuro"
Forastero (Nacional),Peru,78%,Lithuania,Naive,1133,3.75,2013,"Maranon Canyon, Fortunato No. 4"
Trinitario,Grenada,71%,Lithuania,Naive,867,2.5,2012,Grenada
Criollo,Nicaragua,70%,Lithuania,Na�ve,1379,3.25,2014,Nicaragua
Trinitario,Venezuela,75%,Lithuania,Na�ve,1399,2.75,2014,Chuao
 ,Venezuela,70%,Lithuania,Na�ve,1399,3.0,2014,Barinas
 ,Hawaii,85%,U.S.A.,Nanea,1007,3.5,2013,Criollo Blend
 ,Peru,72%,U.S.A.,Nathan Miller,1403,2.25,2014,Peru
 ,Dominican Republic,70%,U.S.A.,Nathan Miller,1403,2.5,2014,Hispaniola
Trinitario,Madagascar,73.5%,U.S.A.,Nathan Miller,1403,2.5,2014,Madagascar
Forastero,Ghana,70%,U.S.A.,Nathan Miller,1403,3.5,2014,Ghana
Criollo,Papua New Guinea,70%,Belgium,Neuhaus (Callebaut),531,2.5,2010,Papua New Guinea
Trinitario,Trinidad,67%,Belgium,Neuhaus (Callebaut),230,3.75,2008,Manickchand Estate
 ,,73%,Belgium,Neuhaus (Callebaut),135,1.0,2007,Dark
Forastero,West Africa,73%,Belgium,Neuhaus (Callebaut),15,2.0,2006,West Africa
Forastero,Sao Tome,75%,Belgium,Neuhaus (Callebaut),15,2.75,2006,Sao Tome
Criollo,Venezuela,71%,Belgium,Neuhaus (Callebaut),24,3.0,2006,Ocumare
Criollo,Venezuela,72%,U.S.A.,Nibble,1526,2.25,2015,Patanemo
Trinitario,Dominican Republic,72%,U.S.A.,Nibble,1526,2.75,2015,Elvesia P.
Trinitario,Madagascar,72%,U.S.A.,Nibble,1526,3.0,2015,"Ambanja, Sambirano Valley"
Criollo,Peru,72%,U.S.A.,Nibble,1526,3.0,2015,Tumbes
 ,Peru,75%,U.S.A.,Night Owl,1022,2.75,2013,Peru
 ,Ecuador,75%,U.S.A.,Night Owl,1022,3.5,2013,Ecuador
Forastero,Ghana,75%,U.S.A.,Noble Bean aka Jerjobo,1295,3.0,2014,Ghana
Trinitario,Belize,75%,U.S.A.,Noble Bean aka Jerjobo,1299,3.0,2014,Moho Valley
Forastero (Nacional),Peru,75%,U.S.A.,Noble Bean aka Jerjobo,1299,3.25,2014,Maranon Canyon
 ,Venezuela,70%,U.S.A.,Noir d' Ebine,837,3.0,2012,Venezuela
 ,Ecuador,70%,U.S.A.,Noir d' Ebine,841,3.0,2012,Ecuador
 ,Nicaragua,70%,Nicaragua,Nova Monda,931,3.0,2012,"La Patriota, cacao Indio, purple label"
 ,Nicaragua,75%,Niacragua,Nova Monda,935,2.75,2012,"La Dalia, Matagalpa,cacao Bisesto,green label"
Forastero (Nacional),Ecuador,80%,Nicaragua,Nova Monda,935,3.25,2012,"Punta Galera, cacao Nacional, gold label"
Forastero,Ghana,70%,U.S.A.,Nuance,1454,3.75,2015,"Ghana, 2013"
Trinitario,Ecuador,70%,U.S.A.,Nuance,1458,2.75,2015,"Ecuador, 2013"
Criollo,Venezuela,70%,U.S.A.,Nuance,1458,3.0,2015,"Canoabo, 2013"
Trinitario,Madagascar,70%,U.S.A.,Nuance,1458,3.5,2015,"Sambirano Valley, 2012"
 ,Dominican Republic,70%,U.S.A.,Nuance,1470,3.75,2015,La Red
Trinitario (Scavina),Brazil,70%,Brazil,Nugali,1876,3.5,2016,Fazenda Leolinda
Trinitario,Jamaica,70%,U.S.A.,Oakland Chocolate Co.,478,2.5,2010,Jamaica
Criollo,Peru,70%,Chile,Obolo,1638,3.75,2015,Pangoa
Criollo,Peru,70%,Chile,Obolo,1638,3.75,2015,"Pangoa, w/ nibs"
Forastero,Congo,70%,Scotland,Ocelot,1558,3.75,2015,Virunga
Criollo,Peru,75%,Scotland,Ocelot,1558,4.0,2015,Piura
 ,Samoa,100%,New Zealand,Ocho,1760,2.75,2016,Sang Yum Coop
 ,Samoa,70%,New Zealand,Ocho,1760,3.5,2016,Sang Yum Coop
 ,Papua New Guinea,66%,New Zealand,Ocho,1411,2.75,2014,"PNG, Devotion"
 ,Papua New Guinea,70%,New Zealand,Ocho,1411,3.0,2014,"PNG, Revolution"
 ,Papua New Guinea,88%,New Zealand,Ocho,1411,3.25,2014,"PNG, Voodoo"
 ,Papua New Guinea,74%,New Zealand,Ocho,1411,3.5,2014,"PNG, Nib Bar"
Trinitario,Trinidad,70%,U.S.A.,Ohiyo,1594,2.75,2015,"San Juan Estate, Gran Couva"
 ,Tanzania,70%,U.S.A.,Ohiyo,1598,3.0,2015,Tanzania
